ABARTH,500,2009,F,324
ABARTH,500,2010,F,226
ABARTH,500,2011,F,1
ABARTH,500,2008,P,2
ABARTH,500,2009,P,1825
ABARTH,500,2010,P,1093
ABARTH,500,2011,P,17
ABARTH,GRANDE,2008,F,63
ABARTH,GRANDE,2009,F,64
ABARTH,GRANDE,2010,F,7
ABARTH,GRANDE,2008,P,252
ABARTH,GRANDE,2009,P,423
ABARTH,GRANDE,2010,P,36
ABARTH,PUNTO,2010,F,6
ABARTH,PUNTO,2011,F,1
ABARTH,PUNTO,2010,P,72
ABARTH,PUNTO,2011,P,4
ABARTH,UNCLASSIFIED,1952,P,1
ABARTH,UNCLASSIFIED,1962,P,3
ABARTH,UNCLASSIFIED,1970,P,1
ABARTH,UNCLASSIFIED,2009,P,2
ABARTH,UNCLASSIFIED,2010,P,1
AC,UNCLASSIFIED,1935,F,1
AC,UNCLASSIFIED,1937,F,1
AC,UNCLASSIFIED,1951,F,4
AC,UNCLASSIFIED,1952,F,3
AC,UNCLASSIFIED,1955,F,7
AC,UNCLASSIFIED,1957,F,3
AC,UNCLASSIFIED,1958,F,5
AC,UNCLASSIFIED,1959,F,3
AC,UNCLASSIFIED,1961,F,1
AC,UNCLASSIFIED,1962,F,5
AC,UNCLASSIFIED,1963,F,2
AC,UNCLASSIFIED,1965,F,3
AC,UNCLASSIFIED,1966,F,1
AC,UNCLASSIFIED,1967,F,2
AC,UNCLASSIFIED,1968,F,1
AC,UNCLASSIFIED,1969,F,1
AC,UNCLASSIFIED,1971,F,1
AC,UNCLASSIFIED,1989,F,1
AC,UNCLASSIFIED,1990,F,1
AC,UNCLASSIFIED,1991,F,1
AC,UNCLASSIFIED,1993,F,1
AC,UNCLASSIFIED,1994,F,2
AC,UNCLASSIFIED,1995,F,3
AC,UNCLASSIFIED,1996,F,4
AC,UNCLASSIFIED,1997,F,5
AC,UNCLASSIFIED,1998,F,6
AC,UNCLASSIFIED,1999,F,1
AC,UNCLASSIFIED,2000,F,2
AC,UNCLASSIFIED,2001,F,6
AC,UNCLASSIFIED,2004,F,1
AC,UNCLASSIFIED,2006,F,3
AC,UNCLASSIFIED,2007,F,4
AC,UNCLASSIFIED,2009,F,1
AC,UNCLASSIFIED,2010,F,1
AC,UNCLASSIFIED,1910,P,4
AC,UNCLASSIFIED,1913,P,3
AC,UNCLASSIFIED,1924,P,1
AC,UNCLASSIFIED,1925,P,4
AC,UNCLASSIFIED,1927,P,6
AC,UNCLASSIFIED,1935,P,8
AC,UNCLASSIFIED,1936,P,28
AC,UNCLASSIFIED,1937,P,23
AC,UNCLASSIFIED,1949,P,7
AC,UNCLASSIFIED,1950,P,1
AC,UNCLASSIFIED,1951,P,20
AC,UNCLASSIFIED,1952,P,12
AC,UNCLASSIFIED,1953,P,9
AC,UNCLASSIFIED,1955,P,44
AC,UNCLASSIFIED,1956,P,20
AC,UNCLASSIFIED,1957,P,39
AC,UNCLASSIFIED,1958,P,40
AC,UNCLASSIFIED,1959,P,31
AC,UNCLASSIFIED,1960,P,21
AC,UNCLASSIFIED,1961,P,23
AC,UNCLASSIFIED,1962,P,44
AC,UNCLASSIFIED,1963,P,35
AC,UNCLASSIFIED,1964,P,33
AC,UNCLASSIFIED,1965,P,33
AC,UNCLASSIFIED,1966,P,60
AC,UNCLASSIFIED,1967,P,9
AC,UNCLASSIFIED,1968,P,27
AC,UNCLASSIFIED,1969,P,18
AC,UNCLASSIFIED,1971,P,16
AC,UNCLASSIFIED,1972,P,19
AC,UNCLASSIFIED,1979,P,7
AC,UNCLASSIFIED,1983,P,5
AC,UNCLASSIFIED,1985,P,1
AC,UNCLASSIFIED,1986,P,2
AC,UNCLASSIFIED,1987,P,8
AC,UNCLASSIFIED,1988,P,3
AC,UNCLASSIFIED,1989,P,9
AC,UNCLASSIFIED,1990,P,6
AC,UNCLASSIFIED,1991,P,11
AC,UNCLASSIFIED,1993,P,5
AC,UNCLASSIFIED,1994,P,21
AC,UNCLASSIFIED,1995,P,17
AC,UNCLASSIFIED,1996,P,11
AC,UNCLASSIFIED,1997,P,17
AC,UNCLASSIFIED,1998,P,16
AC,UNCLASSIFIED,1999,P,14
AC,UNCLASSIFIED,2000,P,33
AC,UNCLASSIFIED,2001,P,20
AC,UNCLASSIFIED,2002,P,6
AC,UNCLASSIFIED,2003,P,12
AC,UNCLASSIFIED,2004,P,12
AC,UNCLASSIFIED,2006,P,3
AC,UNCLASSIFIED,2007,P,7
AC,UNCLASSIFIED,2009,P,1
ACCESS,QUADZILLA,2005,F,4
ACCESS,QUADZILLA,2006,F,3
ACCESS,QUADZILLA,2005,P,8
ACCESS,QUADZILLA,2006,P,2
ACCESS,UNCLASSIFIED,2005,F,4
ACCESS,UNCLASSIFIED,2007,F,15
ACCESS,UNCLASSIFIED,2008,F,30
ACCESS,UNCLASSIFIED,2009,F,16
ACCESS,UNCLASSIFIED,2010,F,27
ACCESS,UNCLASSIFIED,1971,P,2
ACCESS,UNCLASSIFIED,2005,P,5
ACCESS,UNCLASSIFIED,2007,P,85
ACCESS,UNCLASSIFIED,2008,P,184
ACCESS,UNCLASSIFIED,2009,P,96
ACCESS,UNCLASSIFIED,2010,P,101
ACCESS,UNCLASSIFIED,2011,P,2
ACCESS,UNCLASSIFIED,2013,P,1
AC (ELECTRIC),UNCLASSIFIED,1926,F,1
AC (ELECTRIC),UNCLASSIFIED,1937,F,1
AC (ELECTRIC),UNCLASSIFIED,1938,F,4
AC (ELECTRIC),UNCLASSIFIED,1948,F,2
AC (ELECTRIC),UNCLASSIFIED,1949,F,2
AC (ELECTRIC),UNCLASSIFIED,1951,F,6
AC (ELECTRIC),UNCLASSIFIED,1952,F,2
AC (ELECTRIC),UNCLASSIFIED,1953,F,3
AC (ELECTRIC),UNCLASSIFIED,1954,F,4
AC (ELECTRIC),UNCLASSIFIED,1955,F,1
AC (ELECTRIC),UNCLASSIFIED,1957,F,6
AC (ELECTRIC),UNCLASSIFIED,1958,F,2
AC (ELECTRIC),UNCLASSIFIED,1960,F,6
AC (ELECTRIC),UNCLASSIFIED,1961,F,2
AC (ELECTRIC),UNCLASSIFIED,1962,F,7
AC (ELECTRIC),UNCLASSIFIED,1963,F,1
AC (ELECTRIC),UNCLASSIFIED,1964,F,3
AC (ELECTRIC),UNCLASSIFIED,1970,F,3
AC (ELECTRIC),UNCLASSIFIED,1971,F,10
AC (ELECTRIC),UNCLASSIFIED,1973,F,1
AC (ELECTRIC),UNCLASSIFIED,1976,F,2
AC (ELECTRIC),UNCLASSIFIED,1979,F,1
AC (ELECTRIC),UNCLASSIFIED,1981,F,1
AC (ELECTRIC),UNCLASSIFIED,1982,F,2
AC (ELECTRIC),UNCLASSIFIED,1983,F,3
AC (ELECTRIC),UNCLASSIFIED,1984,F,1
AC (ELECTRIC),UNCLASSIFIED,1985,F,11
AC (ELECTRIC),UNCLASSIFIED,1986,F,3
AC (ELECTRIC),UNCLASSIFIED,1987,F,1
AC (ELECTRIC),UNCLASSIFIED,1988,F,3
AC (ELECTRIC),UNCLASSIFIED,1989,F,1
AC (ELECTRIC),UNCLASSIFIED,1990,F,4
AC (ELECTRIC),UNCLASSIFIED,1991,F,3
AC (ELECTRIC),UNCLASSIFIED,1993,F,1
AC (ELECTRIC),UNCLASSIFIED,1904,P,4
AC (ELECTRIC),UNCLASSIFIED,1920,P,1
AC (ELECTRIC),UNCLASSIFIED,1924,P,7
AC (ELECTRIC),UNCLASSIFIED,1925,P,5
AC (ELECTRIC),UNCLASSIFIED,1926,P,9
AC (ELECTRIC),UNCLASSIFIED,1927,P,4
AC (ELECTRIC),UNCLASSIFIED,1929,P,7
AC (ELECTRIC),UNCLASSIFIED,1932,P,3
AC (ELECTRIC),UNCLASSIFIED,1933,P,1
AC (ELECTRIC),UNCLASSIFIED,1934,P,6
AC (ELECTRIC),UNCLASSIFIED,1935,P,7
AC (ELECTRIC),UNCLASSIFIED,1936,P,12
AC (ELECTRIC),UNCLASSIFIED,1937,P,12
AC (ELECTRIC),UNCLASSIFIED,1938,P,21
AC (ELECTRIC),UNCLASSIFIED,1939,P,5
AC (ELECTRIC),UNCLASSIFIED,1948,P,5
AC (ELECTRIC),UNCLASSIFIED,1949,P,6
AC (ELECTRIC),UNCLASSIFIED,1950,P,10
AC (ELECTRIC),UNCLASSIFIED,1951,P,16
AC (ELECTRIC),UNCLASSIFIED,1952,P,4
AC (ELECTRIC),UNCLASSIFIED,1953,P,6
AC (ELECTRIC),UNCLASSIFIED,1954,P,24
AC (ELECTRIC),UNCLASSIFIED,1955,P,14
AC (ELECTRIC),UNCLASSIFIED,1956,P,9
AC (ELECTRIC),UNCLASSIFIED,1957,P,30
AC (ELECTRIC),UNCLASSIFIED,1958,P,22
AC (ELECTRIC),UNCLASSIFIED,1959,P,1
AC (ELECTRIC),UNCLASSIFIED,1960,P,53
AC (ELECTRIC),UNCLASSIFIED,1961,P,21
AC (ELECTRIC),UNCLASSIFIED,1962,P,53
AC (ELECTRIC),UNCLASSIFIED,1963,P,28
AC (ELECTRIC),UNCLASSIFIED,1964,P,44
AC (ELECTRIC),UNCLASSIFIED,1965,P,8
AC (ELECTRIC),UNCLASSIFIED,1966,P,12
AC (ELECTRIC),UNCLASSIFIED,1967,P,1
AC (ELECTRIC),UNCLASSIFIED,1968,P,3
AC (ELECTRIC),UNCLASSIFIED,1970,P,7
AC (ELECTRIC),UNCLASSIFIED,1971,P,49
AC (ELECTRIC),UNCLASSIFIED,1972,P,8
AC (ELECTRIC),UNCLASSIFIED,1973,P,7
AC (ELECTRIC),UNCLASSIFIED,1976,P,5
AC (ELECTRIC),UNCLASSIFIED,1979,P,13
AC (ELECTRIC),UNCLASSIFIED,1981,P,6
AC (ELECTRIC),UNCLASSIFIED,1982,P,7
AC (ELECTRIC),UNCLASSIFIED,1983,P,9
AC (ELECTRIC),UNCLASSIFIED,1984,P,17
AC (ELECTRIC),UNCLASSIFIED,1985,P,31
AC (ELECTRIC),UNCLASSIFIED,1986,P,26
AC (ELECTRIC),UNCLASSIFIED,1987,P,13
AC (ELECTRIC),UNCLASSIFIED,1988,P,15
AC (ELECTRIC),UNCLASSIFIED,1989,P,9
AC (ELECTRIC),UNCLASSIFIED,1990,P,26
AC (ELECTRIC),UNCLASSIFIED,1991,P,18
AC (ELECTRIC),UNCLASSIFIED,1992,P,4
AC (ELECTRIC),UNCLASSIFIED,1993,P,15
ACURA,CL,1997,F,1
ACURA,CL,2001,F,1
ACURA,CL,2003,F,4
ACURA,CL,1997,P,1
ACURA,CL,2001,P,1
ACURA,CL,2003,P,4
ACURA,MDX,2005,F,1
ACURA,MDX,2000,P,5
ACURA,MDX,2005,P,2
ACURA,RL,1971,F,1
ACURA,RL,1971,P,1
ACURA,TL,2004,P,2
ACURA,UNCLASSIFIED,1990,F,4
ACURA,UNCLASSIFIED,1992,F,6
ACURA,UNCLASSIFIED,1993,F,3
ACURA,UNCLASSIFIED,1994,F,8
ACURA,UNCLASSIFIED,1995,F,2
ACURA,UNCLASSIFIED,1996,F,1
ACURA,UNCLASSIFIED,1997,F,8
ACURA,UNCLASSIFIED,1998,F,1
ACURA,UNCLASSIFIED,1999,F,2
ACURA,UNCLASSIFIED,2000,F,8
ACURA,UNCLASSIFIED,2001,F,10
ACURA,UNCLASSIFIED,2002,F,8
ACURA,UNCLASSIFIED,2003,F,10
